CaseID,Activity,org:resource,time:timestamp,(case) AMOUNT_REQ,concept:name,lifecycle:transition
2,,,,0.0,,
2,O_CREATED-COMPLETE,Value 3,10.824227213232108,8.517193191416238,O_CREATED,COMPLETE
2,,,,0.0,,
2,W_Nabellen offertes-SCHEDULE,Value 2,10.82423107600126,8.517193191416238,W_Nabellen offertes,SCHEDULE
2,,,,0.0,,
2,W_Nabellen offertes-START,Value 2,10.824743875433136,8.517193191416238,W_Nabellen offertes,START
2,,,,0.0,,
2,W_Nabellen offertes-START,Value 2,12.351724646532995,8.517193191416238,W_Nabellen offertes,START
2,,,,0.0,,
2,O_CANCELLED-COMPLETE,Value 7,12.352132907435992,8.517193191416238,O_CANCELLED,COMPLETE
2,,,,0.0,,
2,O_SENT-COMPLETE,Value 7,12.352141176892818,8.517193191416238,O_SENT,COMPLETE
2,,,,0.0,,
2,W_Nabellen offertes-COMPLETE,Value 2,12.352147873633434,8.517193191416238,W_Nabellen offertes,COMPLETE
2,,,,0.0,,
2,W_Nabellen offertes-COMPLETE,Value 2,12.352387060448269,8.517193191416238,W_Nabellen offertes,COMPLETE
2,,,,0.0,,
2,O_SENT_BACK-COMPLETE,Value 5,13.607451694747436,8.517193191416238,O_SENT_BACK,COMPLETE
2,,,,0.0,,
2,W_Nabellen offertes-COMPLETE,Value 5,13.607453835950688,8.517193191416238,W_Nabellen offertes,COMPLETE
2,,,,0.0,,
2,W_Valideren aanvraag-COMPLETE,Value 8,13.613064266731062,8.517193191416238,W_Valideren aanvraag,COMPLETE
2,,,,0.0,,
2,W_Valideren aanvraag-COMPLETE,Value 8,13.624990099445405,8.517193191416238,W_Valideren aanvraag,COMPLETE
2,,,,0.0,,
2,O_ACCEPTED-COMPLETE,Value 8,13.625223472413644,8.517193191416238,O_ACCEPTED,COMPLETE
2,,,,0.0,,
2,A_REGISTERED-COMPLETE,Value 8,13.625223473623153,8.517193191416238,A_REGISTERED,COMPLETE
2,,,,0.0,,
2,W_Valideren aanvraag-COMPLETE,Value 8,13.625233544675401,8.517193191416238,W_Valideren aanvraag,COMPLETE
3,A_SUBMITTED-COMPLETE,Value 1,10.207500829447932,8.85366542803745,A_SUBMITTED,COMPLETE
3,,,,0.0,,
3,A_PREACCEPTED-COMPLETE,Value 1,10.209076338528515,8.85366542803745,A_PREACCEPTED,COMPLETE
3,,,,0.0,,
3,W_Completeren aanvraag-START,Value 9,10.575430376338941,8.85366542803745,W_Completeren aanvraag,START
3,,,,0.0,,
3,W_Completeren aanvraag-START,Value 2,12.258655128806172,8.85366542803745,W_Completeren aanvraag,START
3,,,,0.0,,
3,W_Completeren aanvraag-START,Value 10,12.294733860787522,8.85366542803745,W_Completeren aanvraag,START
3,,,,0.0,,
3,W_Completeren aanvraag-START,Value 10,12.297960028789799,8.85366542803745,W_Completeren aanvraag,START
3,,,,0.0,,
3,A_FINALIZED-COMPLETE,Value 10,12.299973132183688,8.85366542803745,A_FINALIZED,COMPLETE
3,,,,0.0,,
3,O_CREATED-COMPLETE,Value 10,12.299977561140462,8.85366542803745,O_CREATED,COMPLETE
3,,,,0.0,,
3,W_Nabellen offertes-SCHEDULE,Value 10,12.299978744619835,8.85366542803745,W_Nabellen offertes,SCHEDULE
3,,,,0.0,,
3,W_Nabellen offertes-START,Value 10,12.300099834472215,8.85366542803745,W_Nabellen offertes,START
3,,,,0.0,,
3,O_CANCELLED-COMPLETE,Value 10,12.301078565415573,8.85366542803745,O_CANCELLED,COMPLETE
3,,,,0.0,,
3,O_SENT-COMPLETE,Value 10,12.301088113729923,8.85366542803745,O_SENT,COMPLETE
3,,,,0.0,,
3,W_Nabellen offertes-COMPLETE,Value 10,12.301095124861387,8.85366542803745,W_Nabellen offertes,COMPLETE
3,,,,0.0,,
3,W_Nabellen offertes-COMPLETE,Value 2,13.636042035793714,8.85366542803745,W_Nabellen offertes,COMPLETE
3,,,,0.0,,
3,W_Nabellen offertes-COMPLETE,Value 11,13.647980837749841,8.85366542803745,W_Nabellen offertes,COMPLETE
3,,,,0.0,,
3,W_Nabellen offertes-COMPLETE,Value 9,13.9866681110269,8.85366542803745,W_Nabellen offertes,COMPLETE
3,,,,0.0,,
3,O_SELECTED-COMPLETE,Value 12,14.187838677905567,8.85366542803745,O_SELECTED,COMPLETE
3,,,,0.0,,
3,O_CREATED-COMPLETE,Value 12,14.187839802562118,8.85366542803745,O_CREATED,COMPLETE
3,,,,0.0,,
3,W_Nabellen offertes-SCHEDULE,Value 12,14.187840617799296,8.85366542803745,W_Nabellen offertes,SCHEDULE
3,,,,0.0,,
3,W_Nabellen offertes-START,Value 2,14.562219190072435,8.85366542803745,W_Nabellen offertes,START
3,,,,0.0,,
3,W_Nabellen offertes-START,Value 13,14.615452890099599,8.85366542803745,W_Nabellen offertes,START
3,,,,0.0,,
3,W_Nabellen offertes-START,Value 14,14.71665665296919,8.85366542803745,W_Nabellen offertes,START
3,,,,0.0,,
3,W_Nabellen offertes-START,Value 15,14.82235675917356,8.85366542803745,W_Nabellen offertes,START
3,,,,0.0,,
3,W_Nabellen offertes-START,Value 11,14.82546160135825,8.85366542803745,W_Nabellen offertes,START
3,,,,0.0,,
3,W_Nabellen offertes-START,Value 5,14.84612223447896,8.85366542803745,W_Nabellen offertes,START
3,,,,0.0,,
3,W_Valideren aanvraag-SCHEDULE,Value 5,14.846197918976051,8.85366542803745,W_Valideren aanvraag,SCHEDULE
3,,,,0.0,,
3,W_Valideren aanvraag-START,Value 16,14.913435079508119,8.85366542803745,W_Valideren aanvraag,START
3,,,,0.0,,
3,A_APPROVED-COMPLETE,Value 16,14.914245527773407,8.85366542803745,A_APPROVED,COMPLETE
3,,,,0.0,,
3,A_ACTIVATED-COMPLETE,Value 16,14.914245527773407,8.85366542803745,A_ACTIVATED,COMPLETE
3,,,,0.0,,
3,W_Wijzigen contractgegevens-SCHEDULE,Value 9,16.290925785795146,8.85366542803745,W_Wijzigen contractgegevens,SCHEDULE
4,A_SUBMITTED-COMPLETE,Value 1,10.208923095369423,9.615805480084347,A_SUBMITTED,COMPLETE
4,,,,0.0,,
4,A_DECLINED-COMPLETE,Value 1,10.210305633086717,9.615805480084347,A_DECLINED,COMPLETE
5,A_SUBMITTED-COMPLETE,Value 1,10.21885828154017,8.517193191416238,A_SUBMITTED,COMPLETE
5,,,,0.0,,
5,A_DECLINED-COMPLETE,Value 1,10.220357885284002,8.517193191416238,A_DECLINED,COMPLETE
6,A_SUBMITTED-COMPLETE,Value 1,10.398222208268267,9.51044496442652,A_SUBMITTED,COMPLETE
6,,,,0.0,,
6,A_PREACCEPTED-COMPLETE,Value 1,10.399818585420494,9.51044496442652,A_PREACCEPTED,COMPLETE
6,,,,0.0,,
6,W_Completeren aanvraag-START,Value 9,10.585123785611554,9.51044496442652,W_Completeren aanvraag,START
6,,,,0.0,,
6,W_Completeren aanvraag-START,Value 9,10.675963616825774,9.51044496442652,W_Completeren aanvraag,START
6,,,,0.0,,
6,W_Completeren aanvraag-COMPLETE,Value 9,10.705668740710866,9.51044496442652,W_Completeren aanvraag,COMPLETE
7,A_SUBMITTED-COMPLETE,Value 1,10.398571767879,9.798127036878302,A_SUBMITTED,COMPLETE
7,,,,0.0,,
7,W_Afhandelen leads-SCHEDULE,Value 1,10.39983112579788,9.798127036878302,W_Afhandelen leads,SCHEDULE
7,,,,0.0,,
7,A_PREACCEPTED-COMPLETE,Value 9,10.454045585442229,9.798127036878302,A_PREACCEPTED,COMPLETE
7,,,,0.0,,
7,W_Afhandelen leads-COMPLETE,Value 9,10.454071158560062,9.798127036878302,W_Afhandelen leads,COMPLETE
7,,,,0.0,,
7,W_Completeren aanvraag-COMPLETE,Value 9,10.60385701452163,9.798127036878302,W_Completeren aanvraag,COMPLETE
7,,,,0.0,,
7,W_Completeren aanvraag-COMPLETE,Value 9,10.609334325818773,9.798127036878302,W_Completeren aanvraag,COMPLETE
7,,,,0.0,,
7,A_DECLINED-COMPLETE,Value 17,10.85271024551666,9.798127036878302,A_DECLINED,COMPLETE
7,,,,0.0,,
8,A_SUBMITTED-COMPLETE,Value 1,10.420447761198464,9.305650551780507,A_SUBMITTED,COMPLETE
8,,,,0.0,,
8,A_PREACCEPTED-COMPLETE,Value 1,10.421760138720897,9.305650551780507,A_PREACCEPTED,COMPLETE
8,,,,0.0,,
8,W_Completeren aanvraag-START,Value 9,10.471005096352595,9.305650551780507,W_Completeren aanvraag,START
8,,,,0.0,,
8,W_Completeren aanvraag-START,Value 9,10.58949921070066,9.305650551780507,W_Completeren aanvraag,START
8,,,,0.0,,
8,W_Completeren aanvraag-START,Value 18,13.639990051905766,9.305650551780507,W_Completeren aanvraag,START
8,,,,0.0,,
8,W_Completeren aanvraag-COMPLETE,Value 18,14.814885687494614,9.305650551780507,W_Completeren aanvraag,COMPLETE
8,,,,0.0,,
9,A_SUBMITTED-COMPLETE,Value 1,10.421864205388498,10.308952660644293,A_SUBMITTED,COMPLETE
9,,,,0.0,,
9,W_Afhandelen leads-SCHEDULE,Value 1,10.422266464888192,10.308952660644293,W_Afhandelen leads,SCHEDULE
9,,,,0.0,,
9,A_PREACCEPTED-COMPLETE,Value 9,10.442906201651201,10.308952660644293,A_PREACCEPTED,COMPLETE
9,,,,0.0,,
9,W_Afhandelen leads-COMPLETE,Value 9,10.442935996961936,10.308952660644293,W_Afhandelen leads,COMPLETE
9,,,,0.0,,
9,W_Completeren aanvraag-COMPLETE,Value 19,10.707520033985093,10.308952660644293,W_Completeren aanvraag,COMPLETE
9,,,,0.0,,
9,W_Completeren aanvraag-COMPLETE,Value 20,12.260203565298045,10.308952660644293,W_Completeren aanvraag,COMPLETE
9,,,,0.0,,
9,A_CANCELLED-COMPLETE,Value 20,12.316939705307,10.308952660644293,A_CANCELLED,COMPLETE
9,,,,0.0,,
10,A_SUBMITTED-COMPLETE,Value 1,10.423053517985545,10.714417768752456,A_SUBMITTED,COMPLETE
10,,,,0.0,,
10,A_PREACCEPTED-COMPLETE,Value 1,10.424010742539508,10.714417768752456,A_PREACCEPTED,COMPLETE
10,,,,0.0,,
10,W_Completeren aanvraag-START,Value 2,10.594523531077407,10.714417768752456,W_Completeren aanvraag,START
10,,,,0.0,,
10,W_Completeren aanvraag-START,Value 9,10.645595239898551,10.714417768752456,W_Completeren aanvraag,START
10,,,,0.0,,
10,O_SELECTED-COMPLETE,Value 9,10.661860752227508,10.714417768752456,O_SELECTED,COMPLETE
10,,,,0.0,,
10,O_CREATED-COMPLETE,Value 9,10.661889419600238,10.714417768752456,O_CREATED,COMPLETE
10,,,,0.0,,
10,W_Nabellen offertes-SCHEDULE,Value 9,10.661892136398697,10.714417768752456,W_Nabellen offertes,SCHEDULE
10,,,,0.0,,
10,W_Nabellen offertes-START,Value 4,13.403314258633712,10.714417768752456,W_Nabellen offertes,START
10,,,,0.0,,
10,W_Nabellen offertes-START,Value 21,13.619143032792357,10.714417768752456,W_Nabellen offertes,START
10,,,,0.0,,
10,W_Valideren aanvraag-SCHEDULE,Value 21,13.619153951424158,10.714417768752456,W_Valideren aanvraag,SCHEDULE
10,,,,0.0,,
10,W_Valideren aanvraag-START,Value 22,13.887016051105189,10.714417768752456,W_Valideren aanvraag,START
10,,,,0.0,,
10,O_DECLINED-COMPLETE,Value 22,13.887272993066704,10.714417768752456,O_DECLINED,COMPLETE
10,,,,0.0,,
11,A_SUBMITTED-COMPLETE,Value 1,10.489461937358959,9.615805480084347,A_SUBMITTED,COMPLETE
11,,,,0.0,,
11,A_PREACCEPTED-COMPLETE,Value 1,10.490619030628121,9.615805480084347,A_PREACCEPTED,COMPLETE
11,,,,0.0,,
11,W_Completeren aanvraag-START,Value 2,10.491382767101863,9.615805480084347,W_Completeren aanvraag,START
11,,,,0.0,,
11,A_FINALIZED-COMPLETE,Value 3,10.501119454757754,9.615805480084347,A_FINALIZED,COMPLETE
11,,,,0.0,,
11,O_CREATED-COMPLETE,Value 3,10.501173969454939,9.615805480084347,O_CREATED,COMPLETE
11,,,,0.0,,
11,W_Nabellen offertes-SCHEDULE,Value 2,10.501176829884068,9.615805480084347,W_Nabellen offertes,SCHEDULE
11,,,,0.0,,
11,W_Nabellen offertes-START,Value 2,10.501485652811377,9.615805480084347,W_Nabellen offertes,START
11,,,,0.0,,
11,W_Nabellen offertes-START,Value 2,10.502399325517368,9.615805480084347,W_Nabellen offertes,START
11,,,,0.0,,
11,O_CANCELLED-COMPLETE,Value 3,10.504748831253085,9.615805480084347,O_CANCELLED,COMPLETE
11,,,,0.0,,
11,O_SENT-COMPLETE,Value 3,10.50478495170218,9.615805480084347,O_SENT,COMPLETE
11,,,,0.0,,
11,W_Nabellen offertes-COMPLETE,Value 2,10.504850666741348,9.615805480084347,W_Nabellen offertes,COMPLETE
11,,,,0.0,,
11,W_Nabellen offertes-COMPLETE,Value 2,10.510422682014589,9.615805480084347,W_Nabellen offertes,COMPLETE
11,,,,0.0,,
11,W_Nabellen offertes-COMPLETE,Value 2,10.51080878048577,9.615805480084347,W_Nabellen offertes,COMPLETE
11,,,,0.0,,
11,W_Nabellen offertes-COMPLETE,Value 23,13.402980692119295,9.615805480084347,W_Nabellen offertes,COMPLETE
11,,,,0.0,,
11,O_SENT_BACK-COMPLETE,Value 5,13.61042845966794,9.615805480084347,O_SENT_BACK,COMPLETE
11,,,,0.0,,
11,W_Nabellen offertes-COMPLETE,Value 5,13.610431489443862,9.615805480084347,W_Nabellen offertes,COMPLETE
11,,,,0.0,,
11,W_Nabellen incomplete dossiers-SCHEDULE,Value 6,13.892329265823252,9.615805480084347,W_Nabellen incomplete dossiers,SCHEDULE
11,,,,0.0,,
11,W_Nabellen incomplete dossiers-START,Value 2,13.89376081955036,9.615805480084347,W_Nabellen incomplete dossiers,START
11,,,,0.0,,
11,W_Nabellen incomplete dossiers-START,Value 6,13.896545472929528,9.615805480084347,W_Nabellen incomplete dossiers,START
11,,,,0.0,,
11,W_Nabellen incomplete dossiers-START,Value 24,13.906425206103348,9.615805480084347,W_Nabellen incomplete dossiers,START
11,,,,0.0,,
11,W_Nabellen incomplete dossiers-START,Value 24,13.907553224347192,9.615805480084347,W_Nabellen incomplete dossiers,START
11,,,,0.0,,
11,W_Nabellen incomplete dossiers-START,Value 24,13.907662480265136,9.615805480084347,W_Nabellen incomplete dossiers,START
11,,,,0.0,,
11,W_Nabellen incomplete dossiers-START,Value 4,14.048255589587308,9.615805480084347,W_Nabellen incomplete dossiers,START
11,,,,0.0,,
11,W_Nabellen incomplete dossiers-START,Value 4,14.053141529187014,9.615805480084347,W_Nabellen incomplete dossiers,START
11,,,,0.0,,
11,W_Nabellen incomplete dossiers-START,Value 2,14.172337062417158,9.615805480084347,W_Nabellen incomplete dossiers,START
11,,,,0.0,,
11,W_Nabellen incomplete dossiers-START,Value 2,14.174705831901447,9.615805480084347,W_Nabellen incomplete dossiers,START
11,,,,0.0,,
11,W_Nabellen incomplete dossiers-START,Value 25,14.237481185445837,9.615805480084347,W_Nabellen incomplete dossiers,START
11,,,,0.0,,
11,W_Nabellen incomplete dossiers-START,Value 23,14.240184602136125,9.615805480084347,W_Nabellen incomplete dossiers,START
11,,,,0.0,,
11,W_Nabellen incomplete dossiers-COMPLETE,Value 23,14.241085603006946,9.615805480084347,W_Nabellen incomplete dossiers,COMPLETE
11,,,,0.0,,
11,W_Nabellen incomplete dossiers-SCHEDULE,Value 26,14.276015818312848,9.615805480084347,W_Nabellen incomplete dossiers,SCHEDULE
11,,,,0.0,,
11,W_Nabellen incomplete dossiers-START,Value 2,14.276445722067654,9.615805480084347,W_Nabellen incomplete dossiers,START
11,,,,0.0,,
11,W_Nabellen incomplete dossiers-START,Value 2,14.276915878725003,9.615805480084347,W_Nabellen incomplete dossiers,START
11,,,,0.0,,
11,W_Nabellen incomplete dossiers-START,Value 5,14.330425145312748,9.615805480084347,W_Nabellen incomplete dossiers,START
11,,,,0.0,,
11,W_Nabellen incomplete dossiers-START,Value 27,14.528466435409808,9.615805480084347,W_Nabellen incomplete dossiers,START
11,,,,0.0,,
11,W_Nabellen incomplete dossiers-START,Value 2,14.598125185486563,9.615805480084347,W_Nabellen incomplete dossiers,START
11,,,,0.0,,
11,W_Nabellen incomplete dossiers-COMPLETE,Value 2,14.59814822992701,9.615805480084347,W_Nabellen incomplete dossiers,COMPLETE
11,,,,0.0,,
11,O_ACCEPTED-COMPLETE,Value 26,14.638610326547642,9.615805480084347,O_ACCEPTED,COMPLETE
11,,,,0.0,,
11,A_REGISTERED-COMPLETE,Value 26,14.638610326986784,9.615805480084347,A_REGISTERED,COMPLETE
11,,,,0.0,,
11,W_Valideren aanvraag-COMPLETE,Value 26,14.638614042377752,9.615805480084347,W_Valideren aanvraag,COMPLETE
12,A_SUBMITTED-COMPLETE,Value 1,10.538203736337506,9.104979856318357,A_SUBMITTED,COMPLETE
12,,,,0.0,,
12,A_PREACCEPTED-COMPLETE,Value 1,10.539337847902885,9.104979856318357,A_PREACCEPTED,COMPLETE
12,,,,0.0,,
12,W_Completeren aanvraag-START,Value 28,10.5407007135,9.104979856318357,W_Completeren aanvraag,START
12,,,,0.0,,
12,O_SELECTED-COMPLETE,Value 28,10.559012276051186,9.104979856318357,O_SELECTED,COMPLETE
12,,,,0.0,,
12,O_CREATED-COMPLETE,Value 28,10.55904916236897,9.104979856318357,O_CREATED,COMPLETE
12,,,,0.0,,
12,W_Nabellen offertes-SCHEDULE,Value 28,10.55905238109828,9.104979856318357,W_Nabellen offertes,SCHEDULE
12,,,,0.0,,
12,W_Nabellen offertes-START,Value 28,10.559874737894045,9.104979856318357,W_Nabellen offertes,START
12,,,,0.0,,
12,W_Nabellen offertes-START,Value 28,10.567917641263769,9.104979856318357,W_Nabellen offertes,START
12,,,,0.0,,
12,W_Nabellen offertes-START,Value 2,12.644088880233753,9.104979856318357,W_Nabellen offertes,START
12,,,,0.0,,
12,W_Nabellen offertes-START,Value 2,13.049828817250132,9.104979856318357,W_Nabellen offertes,START
12,,,,0.0,,
12,W_Valideren aanvraag-SCHEDULE,Value 2,13.049925378991043,9.104979856318357,W_Valideren aanvraag,SCHEDULE
12,,,,0.0,,
12,W_Valideren aanvraag-START,Value 16,13.604347265902852,9.104979856318357,W_Valideren aanvraag,START
12,,,,0.0,,
12,W_Valideren aanvraag-COMPLETE,Value 16,13.606818239024257,9.104979856318357,W_Valideren aanvraag,COMPLETE
12,,,,0.0,,
12,W_Nabellen incomplete dossiers-COMPLETE,Value 9,13.607847046433012,9.104979856318357,W_Nabellen incomplete dossiers,COMPLETE
12,,,,0.0,,
12,W_Nabellen incomplete dossiers-COMPLETE,Value 9,13.613918631743779,9.104979856318357,W_Nabellen incomplete dossiers,COMPLETE
12,,,,0.0,,
12,W_Nabellen incomplete dossiers-COMPLETE,Value 2,13.625571684940814,9.104979856318357,W_Nabellen incomplete dossiers,COMPLETE
12,,,,0.0,,
12,O_DECLINED-COMPLETE,Value 30,13.63468506351064,9.104979856318357,O_DECLINED,COMPLETE
12,,,,0.0,,
12,W_Nabellen incomplete dossiers-COMPLETE,Value 30,13.634690320026943,9.104979856318357,W_Nabellen incomplete dossiers,COMPLETE
13,A_SUBMITTED-COMPLETE,Value 1,10.606826594185964,9.615805480084347,A_SUBMITTED,COMPLETE
13,,,,0.0,,
13,W_Afhandelen leads-SCHEDULE,Value 1,10.607975038081664,9.615805480084347,W_Afhandelen leads,SCHEDULE
13,,,,0.0,,
13,W_Afhandelen leads-COMPLETE,Value 9,10.63640947543676,9.615805480084347,W_Afhandelen leads,COMPLETE
13,,,,0.0,,
13,A_PREACCEPTED-COMPLETE,Value 28,10.648503842922581,9.615805480084347,A_PREACCEPTED,COMPLETE
13,,,,0.0,,
13,W_Afhandelen leads-COMPLETE,Value 28,10.648538639770724,9.615805480084347,W_Afhandelen leads,COMPLETE
13,,,,0.0,,
13,W_Completeren aanvraag-COMPLETE,Value 9,10.738659699855548,9.615805480084347,W_Completeren aanvraag,COMPLETE
13,,,,0.0,,
13,W_Completeren aanvraag-COMPLETE,Value 2,10.783057410451567,9.615805480084347,W_Completeren aanvraag,COMPLETE
13,,,,0.0,,
13,W_Completeren aanvraag-COMPLETE,Value 31,10.870341371261445,9.615805480084347,W_Completeren aanvraag,COMPLETE
13,,,,0.0,,
13,W_Completeren aanvraag-COMPLETE,Value 2,12.264801744919454,9.615805480084347,W_Completeren aanvraag,COMPLETE
13,,,,0.0,,
13,A_DECLINED-COMPLETE,Value 10,12.33434678108974,9.615805480084347,A_DECLINED,COMPLETE
13,,,,0.0,,
14,A_SUBMITTED-COMPLETE,Value 1,10.63108729377423,9.210340371976184,A_SUBMITTED,COMPLETE
14,,,,0.0,,
14,A_DECLINED-COMPLETE,Value 1,10.632142214575556,9.210340371976184,A_DECLINED,COMPLETE
15,A_SUBMITTED-COMPLETE,Value 1,10.669987350400007,9.615805480084347,A_SUBMITTED,COMPLETE
15,,,,0.0,,
15,A_PREACCEPTED-COMPLETE,Value 1,10.671155739584574,9.615805480084347,A_PREACCEPTED,COMPLETE
15,,,,0.0,,
15,W_Completeren aanvraag-START,Value 9,10.771526927056142,9.615805480084347,W_Completeren aanvraag,START
15,,,,0.0,,
15,W_Completeren aanvraag-START,Value 13,10.869976675609426,9.615805480084347,W_Completeren aanvraag,START
15,,,,0.0,,
15,W_Completeren aanvraag-START,Value 13,10.87040708107007,9.615805480084347,W_Completeren aanvraag,START
15,,,,0.0,,
15,W_Completeren aanvraag-START,Value 13,10.888829775512512,9.615805480084347,W_Completeren aanvraag,START
15,,,,0.0,,
15,O_SELECTED-COMPLETE,Value 13,10.898288273454103,9.615805480084347,O_SELECTED,COMPLETE
15,,,,0.0,,
15,O_CREATED-COMPLETE,Value 13,10.898320297374873,9.615805480084347,O_CREATED,COMPLETE
15,,,,0.0,,
15,W_Nabellen offertes-SCHEDULE,Value 13,10.89832209082976,9.615805480084347,W_Nabellen offertes,SCHEDULE
15,,,,0.0,,
15,W_Nabellen offertes-START,Value 13,10.901461602468412,9.615805480084347,W_Nabellen offertes,START
15,,,,0.0,,
15,W_Nabellen offertes-START,Value 4,13.401652137350599,9.615805480084347,W_Nabellen offertes,START
15,,,,0.0,,
15,W_Nabellen offertes-START,Value 2,13.65312279986318,9.615805480084347,W_Nabellen offertes,START
15,,,,0.0,,
15,W_Nabellen offertes-START,Value 2,13.710654754917547,9.615805480084347,W_Nabellen offertes,START
15,,,,0.0,,
15,W_Nabellen offertes-START,Value 32,13.746502327073554,9.615805480084347,W_Nabellen offertes,START
15,,,,0.0,,
15,W_Nabellen offertes-START,Value 20,13.819764669387276,9.615805480084347,W_Nabellen offertes,START
15,,,,0.0,,
15,W_Nabellen offertes-START,Value 20,13.91205879560409,9.615805480084347,W_Nabellen offertes,START
15,,,,0.0,,
15,W_Nabellen offertes-START,Value 2,13.962288390454761,9.615805480084347,W_Nabellen offertes,START
15,,,,0.0,,
15,W_Valideren aanvraag-SCHEDULE,Value 2,13.962329231635369,9.615805480084347,W_Valideren aanvraag,SCHEDULE
15,,,,0.0,,
15,W_Valideren aanvraag-START,Value 8,14.284009448783836,9.615805480084347,W_Valideren aanvraag,START
15,,,,0.0,,
15,W_Valideren aanvraag-COMPLETE,Value 8,14.2860644326722,9.615805480084347,W_Valideren aanvraag,COMPLETE
15,,,,0.0,,
15,W_Nabellen incomplete dossiers-COMPLETE,Value 2,14.286546608454739,9.615805480084347,W_Nabellen incomplete dossiers,COMPLETE
15,,,,0.0,,
15,W_Nabellen incomplete dossiers-COMPLETE,Value 2,14.286688446872136,9.615805480084347,W_Nabellen incomplete dossiers,COMPLETE
15,,,,0.0,,
15,W_Nabellen incomplete dossiers-COMPLETE,Value 24,14.29916013444208,9.615805480084347,W_Nabellen incomplete dossiers,COMPLETE
15,,,,0.0,,
15,W_Valideren aanvraag-SCHEDULE,Value 2,14.32756113237185,9.615805480084347,W_Valideren aanvraag,SCHEDULE
15,,,,0.0,,
15,W_Valideren aanvraag-START,Value 26,14.330689787421047,9.615805480084347,W_Valideren aanvraag,START
15,,,,0.0,,
15,W_Valideren aanvraag-COMPLETE,Value 26,14.33180826792013,9.615805480084347,W_Valideren aanvraag,COMPLETE
15,,,,0.0,,
15,W_Nabellen incomplete dossiers-COMPLETE,Value 33,14.332483674118736,9.615805480084347,W_Nabellen incomplete dossiers,COMPLETE
15,,,,0.0,,
15,W_Valideren aanvraag-SCHEDULE,Value 2,14.333101068796651,9.615805480084347,W_Valideren aanvraag,SCHEDULE
15,,,,0.0,,
15,W_Valideren aanvraag-START,Value 26,14.335619464810051,9.615805480084347,W_Valideren aanvraag,START
15,,,,0.0,,
15,W_Valideren aanvraag-COMPLETE,Value 26,14.33580469197206,9.615805480084347,W_Valideren aanvraag,COMPLETE
15,,,,0.0,,
15,W_Nabellen incomplete dossiers-COMPLETE,Value 33,14.336936896285673,9.615805480084347,W_Nabellen incomplete dossiers,COMPLETE
15,,,,0.0,,
15,W_Nabellen incomplete dossiers-COMPLETE,Value 26,14.33977625436499,9.615805480084347,W_Nabellen incomplete dossiers,COMPLETE
15,,,,0.0,,
15,W_Valideren aanvraag-SCHEDULE,Value 5,14.345206238435257,9.615805480084347,W_Valideren aanvraag,SCHEDULE
15,,,,0.0,,
15,W_Valideren aanvraag-START,Value 26,14.34624872651464,9.615805480084347,W_Valideren aanvraag,START
15,,,,0.0,,
