CaseID,Activity,time:timestamp,REPAIR_IN_TIME_5D,DEVICETYPE,org:resource
24,Creation,18.889157038666305,0.0,AB36,E
24,,,,,
24,,,,,
24,InDelivery,18.89591082273551,0.0,AB36,E
24,,,,,
24,,,,,
25,Creation,18.889171153859003,0.0,AB62,L
25,,,,,
25,,,,,
25,Transmission,18.89556629345977,0.0,AB62,L
25,,,,,
25,,,,,
25,InDelivery,18.89644786358293,0.0,AB62,L
25,,,,,
26,Creation,18.889108889024417,0.0,AB29,L
26,,,,,
26,,,,,
26,InDelivery,18.89644786358293,0.0,AB29,L
26,,,,,
26,,,,,
26,NoteHotline,18.89672369969779,0.0,AB29,L
26,,,,,
27,Creation,18.88913025993945,1.0,AB34,L
27,,,,,
27,,,,,
27,Completed,18.89348433713798,1.0,AB34,L
28,Creation,18.889133389794928,0.0,AB25,E
28,,,,,
28,,,,,
28,InDelivery,18.89322128376753,0.0,AB25,E
28,,,,,
29,Creation,18.889173951835843,0.0,AB40,L
29,,,,,
29,,,,,
29,InDelivery,18.894835875026832,0.0,AB40,L
29,,,,,
30,Creation,18.88918254602001,0.0,AB52,L
30,,,,,
30,,,,,
30,Transmission,18.895686566343098,0.0,AB52,L
30,,,,,
30,,,,,
30,NoteHotline,18.897189189682003,0.0,AB52,L
30,,,,,
31,Creation,18.889227149463142,0.0,AB62,E
31,,,,,
31,,,,,
31,Transmission,18.89894445832113,0.0,AB62,E
31,,,,,
31,,,,,
31,NoteWorkshop,18.899304996123973,0.0,AB62,E
31,,,,,
31,,,,,
31,Completed,18.907320134646234,0.0,AB62,E
32,Creation,18.88923168105162,1.0,AB8,E
32,,,,,
32,,,,,
32,InDelivery,18.898593147482217,1.0,AB8,E
32,,,,,
32,,,,,
32,Completed,18.89880221542554,1.0,AB8,E
33,Creation,18.88923370273433,1.0,AB41,E
33,,,,,
33,,,,,
33,StockEntry,18.891604081386838,1.0,AB41,E
33,,,,,
33,,,,,
33,Completed,18.891831333937084,1.0,AB41,E
34,Creation,18.805129296651675,0.0,AB61,L
34,,,,,
34,,,,,
34,InDelivery,18.813093175304903,0.0,AB61,L
34,,,,,
34,,,,,
35,Creation,18.889250176479482,0.0,AC68,E
35,,,,,
35,,,,,
35,NoteWorkshop,18.895692387136396,0.0,AC68,E
35,,,,,
35,,,,,
35,NoteHotline,18.895716957227048,0.0,AC68,E
35,,,,,
35,,,,,
36,Creation,18.889251315611403,0.0,AB49,L
36,,,,,
36,,,,,
36,Approved,18.8967805350371,0.0,AB49,L
36,,,,,
36,,,,,
36,Completed,18.897140860155922,0.0,AB49,L
37,Creation,18.889258281812992,0.0,AB49,E
37,,,,,
37,,,,,
37,DeviceReceived,18.896141543222374,0.0,AB49,E
37,,,,,
37,,,,,
37,Completed,18.906909001691886,0.0,AB49,E
37,,,,,
38,Creation,18.889264572007235,1.0,AB38,L
38,,,,,
38,,,,,
38,InDelivery,18.89591082273551,1.0,AB38,L
38,,,,,
38,,,,,
38,NoteHotline,18.89612651907236,1.0,AB38,L
38,,,,,
39,Letter,18.888902918599705,1.0,AB36,
39,,,,,
39,,,,,
39,DeviceReceived,18.88917166087552,1.0,AB36,
39,,,,,
39,,,,,
40,Letter,18.888902918599705,1.0,AB53,
40,,,,,
40,,,,,
40,NoteWorkshop,18.889170490355514,1.0,AB53,
40,,,,,
40,,,,,
41,Letter,18.888902918599705,1.0,AB52,
41,,,,,
41,,,,,
41,StockEntry,18.88944373517491,1.0,AB52,
41,,,,,
41,,,,,
41,Completed,18.889672730410048,1.0,AB52,
42,Creation,18.80513802480255,0.0,AB52,L
42,,,,,
42,,,,,
42,StatusRequest,18.809998915776028,0.0,AB52,L
42,,,,,
42,,,,,
42,Approved,18.814458716100837,0.0,AB52,L
42,,,,,
42,,,,,
43,Creation,18.88912016921867,0.0,AB61,L
43,,,,,
43,,,,,
43,Transmission,18.896754220595813,0.0,AB61,L
43,,,,,
43,,,,,
43,Completed,18.90256570357009,0.0,AB61,L
43,,,,,
44,Creation,18.889133709039637,0.0,AB40,E
44,,,,,
44,,,,,
44,StatusRequest,18.898863377514928,0.0,AB40,E
44,,,,,
44,,,,,
44,InDelivery,18.900733838988725,0.0,AB40,E
44,,,,,
44,,,,,
44,NoteWorkshop,18.901028092010613,0.0,AB40,E
44,,,,,
45,Creation,18.889135405416674,0.0,AB65,E
45,,,,,
45,,,,,
45,Transmission,18.896125779358687,0.0,AB65,E
45,,,,,
45,,,,,
45,StockEntry,18.899128750127115,0.0,AB65,E
45,,,,,
45,,,,,
45,NoteWorkshop,18.899451572496382,0.0,AB65,E
46,Creation,18.889171930032333,0.0,AB60,J
46,,,,,
46,,,,,
46,NoteWorkshop,18.89523227206057,0.0,AB60,J
46,,,,,
46,,,,,
47,Creation,18.88917331963147,0.0,AB8,E
47,,,,,
47,,,,,
47,StatusRequest,18.896261088127314,0.0,AB8,E
47,,,,,
47,,,,,
47,StockEntry,18.89644786358293,0.0,AB8,E
47,,,,,
47,,,,,
48,Creation,18.88918586975242,0.0,AB53,E
48,,,,,
48,,,,,
48,DeviceReceived,18.891323300290708,0.0,AB53,E
48,,,,,
48,,,,,
48,NoteWorkshop,18.896240907031157,0.0,AB53,E
48,,,,,
49,Creation,18.889190583048933,0.0,AB38,E
49,,,,,
49,,,,,
49,DeviceReceived,18.891331132754043,0.0,AB38,E
49,,,,,
49,,,,,
49,NoteWorkshop,18.8966844864624,0.0,AB38,E
49,,,,,
50,Creation,18.889211301260183,1.0,AB8,E
50,,,,,
50,,,,,
50,InDelivery,18.891604081386838,1.0,AB8,E
50,,,,,
51,Creation,18.889262005863117,0.0,AB31,L
51,,,,,
51,,,,,
51,Transmission,18.89559236552529,0.0,AB31,L
51,,,,,
51,,,,,
51,InDelivery,18.900733838988725,0.0,AB31,L
51,,,,,
52,Creation,18.805139059648457,0.0,AB27,L
52,,,,,
52,,,,,
52,Transmission,18.80986262360853,0.0,AB27,L
52,,,,,
52,,,,,
52,InDelivery,18.813676572718773,0.0,AB27,L
52,,,,,
53,Creation,18.8892664872227,1.0,AB10,E
53,,,,,
53,,,,,
53,StockEntry,18.891604081386838,1.0,AB10,E
53,,,,,
53,,,,,
53,NoteWorkshop,18.891851785257398,1.0,AB10,E
53,,,,,
54,Creation,18.88915303880385,1.0,AB47,E
54,,,,,
54,,,,,
54,StockEntry,18.89268250684879,1.0,AB47,E
54,,,,,
54,,,,,
54,NoteWorkshop,18.893014930338843,1.0,AB47,E
54,,,,,
55,Creation,18.889116375782418,1.0,AB20,L
55,,,,,
55,,,,,
55,InDelivery,18.89322128376753,1.0,AB20,L
55,,,,,
55,,,,,
55,Completed,18.893540110446178,1.0,AB20,L
55,,,,,
56,Creation,18.805140332779786,0.0,AB44,L
56,,,,,
56,,,,,
56,StatusRequest,18.81400689885311,0.0,AB44,L
56,,,,,
56,,,,,
56,NoteHotline,18.814650459146804,0.0,AB44,L
56,,,,,
56,,,,,
57,Creation,18.889169463802084,1.0,AB19,E
57,,,,,
57,,,,,
57,StockEntry,18.89106443221652,1.0,AB19,E
57,,,,,
57,,,,,
57,InDelivery,18.891604081386838,1.0,AB19,E
57,,,,,
58,Creation,18.889170734474774,0.0,AB59,L
58,,,,,
58,,,,,
58,StatusRequest,18.896137154726926,0.0,AB59,L
58,,,,,
58,,,,,
58,Completed,18.911011207436555,0.0,AB59,L
59,Creation,18.889191647136702,1.0,AB34,J
59,,,,,
59,,,,,
59,NoteWorkshop,18.89196695034428,1.0,AB34,J
59,,,,,
59,,,,,
60,Creation,18.889256454206848,0.0,AB60,E
60,,,,,
60,,,,,
60,NoteHotline,18.892436019419712,0.0,AB60,E
60,,,,,
60,,,,,
60,NoteWorkshop,18.897266885847248,0.0,AB60,E
60,,,,,
61,Creation,18.889272257882414,0.0,AB62,L
61,,,,,
61,,,,,
61,NoteHotline,18.94091503506665,0.0,AB62,L
61,,,,,
61,,,,,
62,Creation,18.805143913878467,0.0,AB38,L
62,,,,,
62,,,,,
62,Transmission,18.81504909010628,0.0,AB38,L
62,,,,,
62,,,,,
62,InDelivery,18.81658846539468,0.0,AB38,L
62,,,,,
63,Creation,18.889092187593047,1.0,AB62,L
63,,,,,
63,,,,,
63,InDelivery,18.894835875026832,1.0,AB62,L
63,,,,,
63,,,,,
63,NoteHotline,18.89512104161338,1.0,AB62,L
63,,,,,
64,Letter,18.888902918599705,1.0,AB62,L
64,,,,,
64,,,,,
64,InDelivery,18.89322128376753,1.0,AB62,L
64,,,,,
65,Creation,18.889131599518795,0.0,AB62,E
65,,,,,
65,,,,,
65,NoteWorkshop,18.895595388149218,0.0,AB62,E
65,,,,,
65,,,,,
65,StockEntry,18.907128554723393,0.0,AB62,E
65,,,,,
65,,,,,
66,Letter,18.888902918599705,0.0,AB36,J
66,,,,,
66,,,,,
66,NoteWorkshop,18.891970008914228,0.0,AB36,J
66,,,,,
66,,,,,
67,Creation,18.88916207759388,1.0,AB21,L
67,,,,,
67,,,,,
67,Transmission,18.89287553335237,1.0,AB21,L
67,,,,,
67,,,,,
67,InDelivery,18.894835875026832,1.0,AB21,L
67,,,,,
68,Creation,18.889271475528112,0.0,AB50,L
68,,,,,
68,,,,,
68,NoteWorkshop,18.89189449071047,0.0,AB50,L
68,,,,,
68,,,,,
69,Creation,18.889630799634336,0.0,AB34,L
69,,,,,
69,,,,,
69,Transmission,18.895028274781573,0.0,AB34,L
69,,,,,
69,,,,,
69,NoteHotline,18.897238659360326,0.0,AB34,L
69,,,,,
70,Creation,18.889633214674507,0.0,AB41,J
70,,,,,
70,,,,,
70,InDelivery,18.89322128376753,0.0,AB41,J
70,,,,,
70,,,,,
71,Creation,18.889637775705964,0.0,AB61,L
71,,,,,
71,,,,,
71,Approved,18.895219604720957,0.0,AB61,L
71,,,,,
71,,,,,
71,Completed,18.895532694819497,0.0,AB61,L
72,Creation,18.889639608871867,0.0,AB36,J
72,,,,,
72,,,,,
72,NoteWorkshop,18.895208766427753,0.0,AB36,J
72,,,,,
73,Creation,18.805146446510857,0.0,AB56,L
73,,,,,
73,,,,,
73,StatusRequest,18.813349878336812,0.0,AB56,L
73,,,,,
73,,,,,
73,Approved,18.814490741028376,0.0,AB56,L
73,,,,,
73,,,,,
74,Creation,18.889655869469422,1.0,AB34,L
74,,,,,
74,,,,,
74,InDelivery,18.894835875026832,1.0,AB34,L
74,,,,,
74,,,,,
74,NoteHotline,18.895125272790352,1.0,AB34,L
74,,,,,
74,,,,,
75,Creation,18.889673249684968,0.0,AB52,L
75,,,,,
75,,,,,
75,Letter,18.89322128376753,0.0,AB52,L
75,,,,,
75,,,,,
75,Completed,18.90997048231781,0.0,AB52,L
76,Creation,18.889688308540364,0.0,AB20,L
76,,,,,
76,,,,,
76,InDelivery,18.895373493320236,0.0,AB20,L
76,,,,,
77,Creation,18.889691680641846,1.0,AB22,E
77,,,,,
77,,,,,
77,StockEntry,18.891604081386838,1.0,AB22,E
77,,,,,
77,,,,,
77,Completed,18.89185721639855,1.0,AB22,E
78,Creation,18.797007702865418,0.0,AB53,E
78,,,,,
78,,,,,
78,InDelivery,18.80547787325571,0.0,AB53,E
78,,,,,
78,,,,,
79,Creation,18.805157707115917,0.0,AB52,L
79,,,,,
79,,,,,
79,Approved,18.809775126646507,0.0,AB52,L
79,,,,,
79,,,,,
79,InDelivery,18.813093175304903,0.0,AB52,L
79,,,,,
80,Creation,18.889705869619583,0.0,AB52,L
80,,,,,
80,,,,,
80,Transmission,18.89503028477932,0.0,AB52,L
80,,,,,
80,,,,,
80,Completed,18.89506050893324,0.0,AB52,L
81,Creation,18.889724950599394,1.0,AB26,L
81,,,,,
81,,,,,
81,Transmission,18.89562407152487,1.0,AB26,L
81,,,,,
81,,,,,
81,InDelivery,18.89591082273551,1.0,AB26,L
81,,,,,
82,Creation,18.889647529611516,1.0,AB44,E
82,,,,,
82,,,,,
82,StockEntry,18.89214343949299,1.0,AB44,E
82,,,,,
82,,,,,
82,Completed,18.892415193214582,1.0,AB44,E
83,Creation,18.889649594248983,0.0,AB59,L
83,,,,,
83,,,,,
83,Transmission,18.89565047791221,0.0,AB59,L
83,,,,,
83,,,,,
83,NoteHotline,18.89671749973535,0.0,AB59,L
83,,,,,
84,Creation,18.889674425872947,0.0,AB55,E
84,,,,,
84,,,,,
84,NoteWorkshop,18.8967534502854,0.0,AB55,E
84,,,,,
84,,,,,
85,Creation,18.889679549782098,1.0,AB20,L
85,,,,,
85,,,,,
85,InDelivery,18.89322128376753,1.0,AB20,L
85,,,,,
86,Creation,18.889687382618117,1.0,AB52,E
86,,,,,
86,,,,,
86,DeviceReceived,18.89239975109582,1.0,AB52,E
86,,,,,
86,,,,,
86,NoteWorkshop,18.892845405235434,1.0,AB52,E
86,,,,,
87,Creation,18.88969259404771,0.0,AB34,J
87,,,,,
87,,,,,
87,InDelivery,18.894835875026832,0.0,AB34,J
87,,,,,
88,Creation,18.889707352318602,1.0,AB9,E
88,,,,,
88,,,,,
88,NoteWorkshop,18.89295062206517,1.0,AB9,E
88,,,,,
88,,,,,
88,Completed,18.893402401011578,1.0,AB9,E
89,Creation,18.889784061789385,1.0,AB52,L
89,,,,,
89,,,,,
89,InDelivery,18.89322128376753,1.0,AB52,L
89,,,,,
90,Creation,18.889813206342424,1.0,AB27,L
90,,,,,
90,,,,,
90,Approved,18.895653264037705,1.0,AB27,L
90,,,,,
90,,,,,
90,Completed,18.896143308560724,1.0,AB27,L
91,Creation,18.889618918302563,1.0,AB9,E
91,,,,,
91,,,,,
91,DeviceReceived,18.891830503639607,1.0,AB9,E
91,,,,,
91,,,,,
91,NoteWorkshop,18.89232535729691,1.0,AB9,E
91,,,,,
92,Creation,18.889626920542064,1.0,AB58,E
92,,,,,
92,,,,,
92,StockEntry,18.891604081386838,1.0,AB58,E
92,,,,,
92,,,,,
92,Completed,18.89180434579459,1.0,AB58,E
93,Creation,18.8896471667354,0.0,AB65,E
93,,,,,
93,,,,,
93,StatusRequest,18.896202582337875,0.0,AB65,E
93,,,,,
93,,,,,
93,InDelivery,18.899664066055376,0.0,AB65,E
93,,,,,
93,,,,,
94,Creation,18.889655012337947,1.0,AB58,E
94,,,,,
94,,,,,
94,DeviceReceived,18.891352731047228,1.0,AB58,E
94,,,,,
94,,,,,
94,NoteWorkshop,18.891819834567784,1.0,AB58,E
94,,,,,
95,Creation,18.889670090237004,0.0,AB52,L
95,,,,,
95,,,,,
95,InDelivery,18.91453773737656,0.0,AB52,L
95,,,,,
95,,,,,
95,Completed,18.914851854028484,0.0,AB52,L
96,Creation,18.889676584299416,0.0,AB52,E
96,,,,,
96,,,,,
96,Letter,18.910310643032453,0.0,AB52,E
96,,,,,
96,,,,,
96,StockEntry,18.925549587276983,0.0,AB52,E
96,,,,,
97,Creation,18.889689853827612,1.0,AB34,L
97,,,,,
97,,,,,
97,DeviceReceived,18.892370525843408,1.0,AB34,L
97,,,,,
97,,,,,
98,Creation,18.889704824847225,0.0,AB20,J
98,,,,,
98,,,,,
98,Transmission,18.917479797719185,0.0,AB20,J
98,,,,,
98,,,,,
98,Completed,18.91852858744134,0.0,AB20,J
99,Creation,18.80517145250731,1.0,AB47,G
99,,,,,
99,,,,,
99,DeviceReceived,18.809882463862234,1.0,AB47,G
99,,,,,
99,,,,,
100,Creation,18.889711887987605,0.0,AB39,L
100,,,,,
100,,,,,
100,Approved,18.89887090318151,0.0,AB39,L
100,,,,,
100,,,,,
100,Completed,18.89930072063149,0.0,AB39,L
101,Creation,18.889748110040504,1.0,AB38,L
101,,,,,
101,,,,,
101,InDelivery,18.894835875026832,1.0,AB38,L
101,,,,,
102,Creation,18.889752977083372,1.0,AB61,E
102,,,,,
102,,,,,
102,DeviceReceived,18.89294408687094,1.0,AB61,E
102,,,,,
102,,,,,
102,InDelivery,18.89322128376753,1.0,AB61,E
102,,,,,
103,Creation,18.889773164423453,0.0,AB40,L
103,,,,,
103,,,,,
103,InDelivery,18.895373493320236,0.0,AB40,L
103,,,,,
103,,,,,
103,NoteHotline,18.89562035865378,0.0,AB40,L
103,,,,,
104,Creation,18.88977774983932,1.0,AB38,L
104,,,,,
104,,,,,
104,StatusRequest,18.892902941604223,1.0,AB38,L
104,,,,,
104,,,,,
104,Approved,18.893409438083776,1.0,AB38,L
104,,,,,
104,,,,,
105,Creation,18.88982526051646,1.0,AB14,L
105,,,,,
105,,,,,
105,InDelivery,18.89591082273551,1.0,AB14,L
105,,,,,
105,,,,,
105,Approved,18.89613256108287,1.0,AB14,L
105,,,,,
105,,,,,
106,Letter,18.88944373517491,0.0,AB40,
106,,,,,
106,,,,,
106,NoteHotline,18.88974646474945,0.0,AB40,
106,,,,,
106,,,,,
106,NoteWorkshop,18.896177694741052,0.0,AB40,
106,,,,,
107,Letter,18.88944373517491,0.0,AB49,
107,,,,,
107,,,,,
107,StatusRequest,18.895068075718648,0.0,AB49,
107,,,,,
107,,,,,
107,NoteWorkshop,18.895091441540817,0.0,AB49,
107,,,,,
107,,,,,
107,Completed,18.906407600358303,0.0,AB49,
108,Creation,18.80518145336923,1.0,AB22,G
108,,,,,
108,,,,,
108,DeviceReceived,18.80862187347138,1.0,AB22,G
108,,,,,
108,,,,,
109,Letter,18.88944373517491,0.0,AB36,
109,,,,,
109,,,,,
109,NoteHotline,18.8897510252644,0.0,AB36,
109,,,,,
109,,,,,
109,NoteWorkshop,18.896196372928028,0.0,AB36,
109,,,,,
110,Creation,18.889664434487404,0.0,AB40,L
110,,,,,
110,,,,,
110,Transmission,18.895057945173885,0.0,AB40,L
110,,,,,
110,,,,,
110,InDelivery,18.895373493320236,0.0,AB40,L
110,,,,,
111,Creation,18.889685105346242,1.0,AB41,E
111,,,,,
111,,,,,
111,Letter,18.89268250684879,1.0,AB41,E
111,,,,,
111,,,,,
111,InDelivery,18.89322128376753,1.0,AB41,E
111,,,,,
112,Creation,18.805194878467056,0.0,AB49,L
112,,,,,
112,,,,,
112,Transmission,18.81412252737292,0.0,AB49,L
112,,,,,
112,,,,,
112,NoteHotline,18.822644315497033,0.0,AB49,L
112,,,,,
112,,,,,
113,Creation,18.889702704018543,0.0,AB61,E
113,,,,,
113,,,,,
113,NoteHotline,18.893543257690663,0.0,AB61,E
113,,,,,
113,,,,,
113,NoteWorkshop,18.896231092916977,0.0,AB61,E
113,,,,,
114,Creation,18.88970663912188,0.0,AB20,L
114,,,,,
114,,,,,
114,InDelivery,18.895373493320236,0.0,AB20,L
114,,,,,
114,,,,,
114,NoteHotline,18.89567556519999,0.0,AB20,L
114,,,,,
115,Creation,18.88970795290492,1.0,AB25,E
115,,,,,
115,,,,,
115,InDelivery,18.89268250684879,1.0,AB25,E
115,,,,,
115,,,,,
116,Creation,18.889711193562373,1.0,AB52,L
116,,,,,
116,,,,,
116,Completed,18.892983178918392,1.0,AB52,L
117,Creation,18.889740671801977,1.0,AB49,L
117,,,,,
117,,,,,
117,InDelivery,18.896984616172283,1.0,AB49,L
117,,,,,
117,,,,,
117,Approved,18.897201614767965,1.0,AB49,L
117,,,,,
117,,,,,
118,Creation,18.889765532443196,0.0,AB49,L
118,,,,,
118,,,,,
118,Transmission,18.89610523499145,0.0,AB49,L
118,,,,,
118,,,,,
118,Completed,18.89621571582748,0.0,AB49,L
119,Creation,18.889792944743792,0.0,AB20,J
119,,,,,
119,,,,,
119,DeviceReceived,18.89302232555636,0.0,AB20,J
119,,,,,
119,,,,,
119,Completed,18.896206547886752,0.0,AB20,J
120,Creation,18.80521067927675,0.0,AB59,L
120,,,,,
120,,,,,
120,InDelivery,18.826425952828647,0.0,AB59,L
120,,,,,
120,,,,,
120,Completed,18.82675853100112,0.0,AB59,L
121,Creation,18.889795747236978,1.0,AB20,E
121,,,,,
121,,,,,
121,Letter,18.89268250684879,1.0,AB20,E
121,,,,,
121,,,,,
121,NoteHotline,18.893419466916857,1.0,AB20,E
122,Creation,18.88980127713353,0.0,AB53,E
122,,,,,
122,,,,,
122,StockEntry,18.899128750127115,0.0,AB53,E
122,,,,,
122,,,,,
122,Completed,18.899367701247044,0.0,AB53,E
123,Creation,18.889821576095706,0.0,AB52,L
123,,,,,
123,,,,,
123,NoteWorkshop,18.897291442118608,0.0,AB52,L
123,,,,,
123,,,,,
123,InDelivery,18.910310643032453,0.0,AB52,L
123,,,,,
124,Creation,18.889822126570298,1.0,AB53,E
124,,,,,
124,,,,,
124,NoteWorkshop,18.893536888405425,1.0,AB53,E
124,,,,,
125,Creation,18.889637137538205,0.0,AB62,L
125,,,,,
125,,,,,
125,NoteWorkshop,18.895541962235832,0.0,AB62,L
125,,,,,
125,,,,,
126,Creation,18.88965718957559,0.0,AB44,L
126,,,,,
126,,,,,
126,Completed,18.89658907483495,0.0,AB44,L
126,,,,,
127,Letter,18.88944373517491,0.0,AB52,L
127,,,,,
127,,,,,
127,NoteWorkshop,18.89499979211918,0.0,AB52,L
127,,,,,
127,,,,,
127,NoteHotline,18.895185222910815,0.0,AB52,L
127,,,,,
127,,,,,
128,Creation,18.889710643026714,1.0,AB34,L
128,,,,,
128,,,,,
128,DeviceReceived,18.8912109720206,1.0,AB34,L
128,,,,,
128,,,,,
128,Completed,18.892968406556882,1.0,AB34,L
129,Creation,18.88977870070055,0.0,AB20,L
129,,,,,
129,,,,,
129,Transmission,18.896252082200323,0.0,AB20,L
129,,,,,
129,,,,,
129,StatusRequest,18.89665186971973,0.0,AB20,L
129,,,,,
130,Creation,18.88981472641493,0.0,AB22,L
130,,,,,
130,,,,,
130,Transmission,18.89556837701099,0.0,AB22,L
130,,,,,
130,,,,,
130,NoteHotline,18.896099298492057,0.0,AB22,L
130,,,,,
131,Creation,18.891252049539393,0.0,AB49,E
131,,,,,
131,,,,,
131,DeviceReceived,18.895069108679976,0.0,AB49,E
131,,,,,
131,,,,,
131,NoteWorkshop,18.90732186191986,0.0,AB49,E
131,,,,,
132,Creation,18.89126208753903,0.0,AB49,L
132,,,,,
132,,,,,
132,DeviceReceived,18.89665799553578,0.0,AB49,L
132,,,,,
132,,,,,
132,Completed,18.906276248197013,0.0,AB49,L
133,Creation,18.89126786543339,1.0,AB52,E
133,,,,,
133,,,,,
133,InDelivery,18.89214343949299,1.0,AB52,E
133,,,,,
133,,,,,
133,Completed,18.892521166509958,1.0,AB52,E
134,Creation,18.89127094488129,0.0,AB38,E
134,,,,,
134,,,,,
134,Approved,18.897261266691526,0.0,AB38,E
134,,,,,
134,,,,,
134,InDelivery,18.898593147482217,0.0,AB38,E
134,,,,,
134,,,,,
135,Creation,18.891278452947777,1.0,AB41,G
135,,,,,
135,,,,,
135,DeviceReceived,18.891841946701298,1.0,AB41,G
135,,,,,
135,,,,,
136,Creation,18.891292519489653,1.0,AB49,E
136,,,,,
136,,,,,
136,InDelivery,18.89214343949299,1.0,AB49,E
136,,,,,
136,,,,,
136,Completed,18.892457182093388,1.0,AB49,E
137,Creation,18.891299165424627,0.0,AB61,E
137,,,,,
137,,,,,
137,Transmission,18.89888793180779,0.0,AB61,E
137,,,,,
137,,,,,
137,NoteWorkshop,18.89930370728179,0.0,AB61,E
137,,,,,
137,,,,,
137,Completed,18.907298349842996,0.0,AB61,E
138,Creation,18.805240653155604,0.0,AB44,L
138,,,,,
138,,,,,
