CaseID,Activity,time:timestamp,REPAIR_IN_TIME_5D,DEVICETYPE,org:resource
11,NoteWorkshop,18.891384690418743,1.0,AB20,G
11,,,,,
12,,,,,
12,Letter,18.89322128376753,0.0,AB62,E
12,,,,,
12,Transmission,18.89939938070992,0.0,AB62,E
12,,,,,
12,NoteHotline,18.899949475523936,0.0,AB62,E
12,,,,,
12,StockEntry,18.907128554723393,0.0,AB62,E
12,,,,,
12,Completed,18.907357507018126,0.0,AB62,E
13,,,,,
13,NoteHotline,18.88863244443144,1.0,AB49,E
13,,,,,
13,InDelivery,18.891604081386838,1.0,AB49,E
13,,,,,
13,Completed,18.89179604256468,1.0,AB49,E
14,,,,,
14,Letter,18.888902918599705,1.0,AB53,G
14,,,,,
14,DeviceReceived,18.889211601702385,1.0,AB53,G
14,,,,,
14,Completed,18.889229096045792,1.0,AB53,G
15,,,,,
15,Letter,18.88944373517491,0.0,AB50,L
15,,,,,
15,NoteWorkshop,18.8924273408471,0.0,AB50,L
15,,,,,
15,Completed,18.909964836003855,0.0,AB50,L
16,,,,,
16,Letter,18.88944373517491,0.0,AB50,L
16,,,,,
16,DeviceReceived,18.88970103362818,0.0,AB50,L
16,,,,,
16,Completed,18.908379284497144,0.0,AB50,L
17,,,,,
17,Letter,18.88944373517491,0.0,AB44,L
17,,,,,
17,InDelivery,18.89268250684879,0.0,AB44,L
17,,,,,
18,,,,,
18,Letter,18.88944373517491,0.0,AB45,E
18,,,,,
18,StockEntry,18.89591082273551,0.0,AB45,E
18,,,,,
18,Completed,18.896130658972385,0.0,AB45,E
19,,,,,
19,Creation,18.80516161493834,0.0,AB36,
19,,,,,
19,NoteHotline,18.805161955340267,0.0,AB36,
19,,,,,
19,NoteWorkshop,18.808754481746252,0.0,AB36,
19,,,,,
20,,,,,
20,DeviceReceived,18.892428813277377,0.0,AB61,E
20,,,,,
20,NoteHotline,18.897245545305775,0.0,AB61,E
20,,,,,
20,InDelivery,18.907128554723393,0.0,AB61,E
20,,,,,
21,,,,,
21,Letter,18.899664066055376,0.0,AB52,L
21,,,,,
21,Transmission,18.90266869226238,0.0,AB52,L
21,,,,,
21,Approved,18.903056990716983,0.0,AB52,L
21,,,,,
21,Completed,18.9030687072824,0.0,AB52,L
22,,,,,
22,DeviceReceived,18.90315534881279,0.0,AB62,E
22,,,,,
22,NoteWorkshop,18.911087377829773,0.0,AB62,E
22,,,,,
22,NoteHotline,18.911640054834294,0.0,AB62,E
22,,,,,
22,InDelivery,18.925027954039493,0.0,AB62,E
22,,,,,
23,,,,,
23,NoteHotline,18.889138604112407,1.0,AB16,E
23,,,,,
23,DeviceReceived,18.891349164675272,1.0,AB16,E
23,,,,,
23,InDelivery,18.891604081386838,1.0,AB16,E
23,,,,,
24,,,,,
24,DeviceReceived,18.88970654528017,0.0,AB36,E
24,,,,,
24,InDelivery,18.89591082273551,0.0,AB36,E
24,,,,,
24,Completed,18.896133928611047,0.0,AB36,E
25,,,,,
25,DeviceReceived,18.892931197197587,0.0,AB62,L
25,,,,,
25,Transmission,18.89556629345977,0.0,AB62,L
25,,,,,
25,NoteHotline,18.89627721655164,0.0,AB62,L
25,,,,,
25,Completed,18.896624824973767,0.0,AB62,L
26,,,,,
26,DeviceReceived,18.89354025378624,0.0,AB29,L
26,,,,,
26,InDelivery,18.89644786358293,0.0,AB29,L
26,,,,,
26,Approved,18.896723494689628,0.0,AB29,L
26,,,,,
26,Completed,18.89673665861339,0.0,AB29,L
27,,,,,
27,DeviceReceived,18.89236917187741,1.0,AB34,L
27,,,,,
27,Completed,18.89348433713798,1.0,AB34,L
28,,,,,
28,DeviceReceived,18.88969510903763,0.0,AB25,E
28,,,,,
28,InDelivery,18.89322128376753,0.0,AB25,E
28,,,,,
29,,,,,
29,DeviceReceived,18.89187212379301,0.0,AB40,L
29,,,,,
29,InDelivery,18.894835875026832,0.0,AB40,L
29,,,,,
30,,,,,
30,Letter,18.89322128376753,0.0,AB52,L
30,,,,,
30,Transmission,18.895686566343098,0.0,AB52,L
30,,,,,
30,Approved,18.897189140006187,0.0,AB52,L
30,,,,,
30,Completed,18.897202285382907,0.0,AB52,L
31,,,,,
31,Letter,18.89268250684879,0.0,AB62,E
31,,,,,
31,Transmission,18.89894445832113,0.0,AB62,E
31,,,,,
31,NoteHotline,18.898971068501485,0.0,AB62,E
31,,,,,
31,StockEntry,18.907128554723393,0.0,AB62,E
31,,,,,
31,Completed,18.907320134646234,0.0,AB62,E
32,,,,,
32,Letter,18.896984616172283,1.0,AB8,E
32,,,,,
32,InDelivery,18.898593147482217,1.0,AB8,E
32,,,,,
32,NoteWorkshop,18.898802190627666,1.0,AB8,E
32,,,,,
33,,,,,
33,Letter,18.89106443221652,1.0,AB41,E
33,,,,,
33,StockEntry,18.891604081386838,1.0,AB41,E
33,,,,,
33,NoteWorkshop,18.89181875454422,1.0,AB41,E
33,,,,,
34,,,,,
34,DeviceReceived,18.80685824291973,0.0,AB61,L
34,,,,,
34,InDelivery,18.813093175304903,0.0,AB61,L
34,,,,,
34,NoteHotline,18.968751145380867,0.0,AB61,L
35,,,,,
35,DeviceReceived,18.892377532744145,0.0,AC68,E
35,,,,,
35,NoteWorkshop,18.895692387136396,0.0,AC68,E
35,,,,,
35,Approved,18.895716186117205,0.0,AC68,E
35,,,,,
35,Completed,18.895718418602943,0.0,AC68,E
35,,,,,
36,,,,,
36,DeviceReceived,18.893538022664668,0.0,AB49,L
36,,,,,
36,Approved,18.8967805350371,0.0,AB49,L
36,,,,,
36,InDelivery,18.896984616172283,0.0,AB49,L
36,,,,,
37,,,,,
37,Approved,18.88925924568612,0.0,AB49,E
37,,,,,
37,DeviceReceived,18.896141543222374,0.0,AB49,E
37,,,,,
37,InDelivery,18.906597220836126,0.0,AB49,E
37,,,,,
37,NoteWorkshop,18.906909856460103,0.0,AB49,E
38,,,,,
38,DeviceReceived,18.89394068440732,1.0,AB38,L
38,,,,,
38,InDelivery,18.89591082273551,1.0,AB38,L
38,,,,,
38,Approved,18.89612587259994,1.0,AB38,L
38,,,,,
38,Completed,18.89613483615144,1.0,AB38,L
39,,,,,
39,InDelivery,18.888902918599705,1.0,AB36,
39,,,,,
39,DeviceReceived,18.88917166087552,1.0,AB36,
39,,,,,
39,Completed,18.889219306762186,1.0,AB36,
40,,,,,
40,Creation,18.88916756717925,1.0,AB53,
40,,,,,
40,NoteWorkshop,18.889170490355514,1.0,AB53,
40,,,,,
40,Completed,18.889630486804872,1.0,AB53,
41,,,,,
41,Creation,18.889261655364873,1.0,AB52,
41,,,,,
41,StockEntry,18.88944373517491,1.0,AB52,
41,,,,,
41,NoteWorkshop,18.889647967565274,1.0,AB52,
41,,,,,
42,,,,,
42,DeviceReceived,18.80694600225749,0.0,AB52,L
42,,,,,
42,StatusRequest,18.809998915776028,0.0,AB52,L
42,,,,,
42,InDelivery,18.814259629978533,0.0,AB52,L
42,,,,,
42,NoteHotline,18.81445877006114,0.0,AB52,L
42,,,,,
43,,,,,
43,DeviceReceived,18.893546828710527,0.0,AB61,L
43,,,,,
43,Transmission,18.896754220595813,0.0,AB61,L
43,,,,,
43,Approved,18.902560688498472,0.0,AB61,L
43,,,,,
43,NoteHotline,18.902567723179267,0.0,AB61,L
44,,,,,
44,DeviceReceived,18.892943245025066,0.0,AB40,E
44,,,,,
44,StatusRequest,18.898863377514928,0.0,AB40,E
44,,,,,
44,StockEntry,18.900733838988725,0.0,AB40,E
44,,,,,
44,Approved,18.90099423099787,0.0,AB40,E
44,,,,,
44,NoteWorkshop,18.901028092010613,0.0,AB40,E
44,,,,,
45,,,,,
45,Letter,18.88944373517491,0.0,AB65,E
45,,,,,
45,Transmission,18.896125779358687,0.0,AB65,E
45,,,,,
45,NoteHotline,18.89626036715892,0.0,AB65,E
45,,,,,
45,InDelivery,18.899128750127115,0.0,AB65,E
45,,,,,
45,NoteWorkshop,18.899451572496382,0.0,AB65,E
46,,,,,
46,DeviceReceived,18.89199617490988,0.0,AB60,J
46,,,,,
46,NoteWorkshop,18.89523227206057,0.0,AB60,J
46,,,,,
46,NoteHotline,19.01414376227857,0.0,AB60,J
47,,,,,
47,DeviceReceived,18.889697911805012,0.0,AB8,E
47,,,,,
47,StatusRequest,18.896261088127314,0.0,AB8,E
47,,,,,
47,Letter,18.89644786358293,0.0,AB8,E
47,,,,,
47,InDelivery,18.89644786358293,0.0,AB8,E
47,,,,,
48,,,,,
48,NoteHotline,18.8891864330958,0.0,AB53,E
48,,,,,
48,DeviceReceived,18.891323300290708,0.0,AB53,E
48,,,,,
48,InDelivery,18.89591082273551,0.0,AB53,E
48,,,,,
48,Completed,18.896241404260472,0.0,AB53,E
49,,,,,
49,NoteHotline,18.889191340429168,0.0,AB38,E
49,,,,,
49,DeviceReceived,18.891331132754043,0.0,AB38,E
49,,,,,
49,InDelivery,18.89644786358293,0.0,AB38,E
49,,,,,
49,Completed,18.896685536393207,0.0,AB38,E
50,,,,,
50,DeviceReceived,18.891351706731538,1.0,AB8,E
50,,,,,
50,InDelivery,18.891604081386838,1.0,AB8,E
50,,,,,
51,,,,,
51,DeviceReceived,18.893975837880184,0.0,AB31,L
51,,,,,
51,Transmission,18.89559236552529,0.0,AB31,L
51,,,,,
51,NoteHotline,18.900481783943743,0.0,AB31,L
51,,,,,
51,Completed,18.900935518950444,0.0,AB31,L
52,,,,,
52,DeviceReceived,18.806317462432503,0.0,AB27,L
52,,,,,
52,Transmission,18.80986262360853,0.0,AB27,L
52,,,,,
52,Approved,18.809892438048742,0.0,AB27,L
52,,,,,
52,Completed,18.81383533428949,0.0,AB27,L
53,,,,,
53,Letter,18.89106443221652,1.0,AB10,E
53,,,,,
53,StockEntry,18.891604081386838,1.0,AB10,E
53,,,,,
53,NoteHotline,18.891827619443003,1.0,AB10,E
53,,,,,
53,Completed,18.891854482103586,1.0,AB10,E
54,,,,,
54,NoteHotline,18.88915555515111,1.0,AB47,E
54,,,,,
54,StockEntry,18.89268250684879,1.0,AB47,E
54,,,,,
54,DeviceReceived,18.892918107804356,1.0,AB47,E
54,,,,,
54,Completed,18.893038805595623,1.0,AB47,E
55,,,,,
55,Letter,18.891604081386838,1.0,AB20,L
55,,,,,
55,InDelivery,18.89322128376753,1.0,AB20,L
55,,,,,
55,Approved,18.893473891372025,1.0,AB20,L
55,,,,,
55,NoteHotline,18.895144717307296,1.0,AB20,L
56,,,,,
56,DeviceReceived,18.810419498659833,0.0,AB44,L
56,,,,,
56,StatusRequest,18.81400689885311,0.0,AB44,L
56,,,,,
56,Approved,18.81465041194059,0.0,AB44,L
56,,,,,
56,InDelivery,18.814842347480617,0.0,AB44,L
56,,,,,
57,,,,,
57,NoteHotline,18.88917000837629,1.0,AB19,E
57,,,,,
57,StockEntry,18.89106443221652,1.0,AB19,E
57,,,,,
57,Completed,18.89142111423776,1.0,AB19,E
57,,,,,
57,NoteWorkshop,18.891785916276696,1.0,AB19,E
58,,,,,
58,DeviceReceived,18.89555120468766,0.0,AB59,L
58,,,,,
58,StatusRequest,18.896137154726926,0.0,AB59,L
58,,,,,
58,InDelivery,18.91084000803273,0.0,AB59,L
58,,,,,
59,,,,,
59,NoteHotline,18.88920442862016,1.0,AB34,J
59,,,,,
59,NoteWorkshop,18.89196695034428,1.0,AB34,J
59,,,,,
59,Completed,18.89240948433785,1.0,AB34,J
60,,,,,
60,Letter,18.89214343949299,0.0,AB60,E
60,,,,,
60,NoteHotline,18.892436019419712,0.0,AB60,E
60,,,,,
60,InDelivery,18.896984616172283,0.0,AB60,E
60,,,,,
60,Completed,18.897269915831927,0.0,AB60,E
61,,,,,
61,DeviceReceived,18.907903402396713,0.0,AB62,L
61,,,,,
61,NoteHotline,18.94091503506665,0.0,AB62,L
61,,,,,
61,Completed,18.950541847891238,0.0,AB62,L
62,,,,,
62,DeviceReceived,18.809838269972097,0.0,AB38,L
62,,,,,
62,Transmission,18.81504909010628,0.0,AB38,L
62,,,,,
62,NoteHotline,18.815112110262948,0.0,AB38,L
62,,,,,
62,Completed,18.816778865162522,0.0,AB38,L
63,,,,,
63,DeviceReceived,18.892277796774202,1.0,AB62,L
63,,,,,
63,InDelivery,18.894835875026832,1.0,AB62,L
63,,,,,
63,Approved,18.895120979390054,1.0,AB62,L
63,,,,,
63,Completed,18.895129584839058,1.0,AB62,L
64,,,,,
64,Creation,18.889113433668484,1.0,AB62,L
64,,,,,
64,InDelivery,18.89322128376753,1.0,AB62,L
64,,,,,
65,,,,,
65,Letter,18.88944373517491,0.0,AB62,E
65,,,,,
65,NoteWorkshop,18.895595388149218,0.0,AB62,E
65,,,,,
65,NoteHotline,18.895625993256758,0.0,AB62,E
65,,,,,
65,InDelivery,18.907128554723393,0.0,AB62,E
65,,,,,
66,,,,,
66,Creation,18.889142078222406,0.0,AB36,J
66,,,,,
66,NoteWorkshop,18.891970008914228,0.0,AB36,J
66,,,,,
66,Completed,18.89357457379169,0.0,AB36,J
67,,,,,
67,DeviceReceived,18.8923065817061,1.0,AB21,L
67,,,,,
67,Transmission,18.89287553335237,1.0,AB21,L
67,,,,,
67,NoteHotline,18.893479675198638,1.0,AB21,L
67,,,,,
67,Completed,18.894996817479292,1.0,AB21,L
68,,,,,
68,Letter,18.891604081386838,0.0,AB50,L
68,,,,,
68,NoteWorkshop,18.89189449071047,0.0,AB50,L
68,,,,,
68,Completed,18.908479551867877,0.0,AB50,L
69,,,,,
69,Letter,18.89214343949299,0.0,AB34,L
69,,,,,
69,Transmission,18.895028274781573,0.0,AB34,L
69,,,,,
69,Approved,18.897238615896136,0.0,AB34,L
69,,,,,
69,Completed,18.897282352332702,0.0,AB34,L
70,,,,,
70,NoteHotline,18.889633571299115,0.0,AB41,J
70,,,,,
70,InDelivery,18.89322128376753,0.0,AB41,J
70,,,,,
70,Completed,18.893567325993242,0.0,AB41,J
71,,,,,
71,DeviceReceived,18.892302413464645,0.0,AB61,L
71,,,,,
71,Approved,18.895219604720957,0.0,AB61,L
71,,,,,
71,InDelivery,18.895373493320236,0.0,AB61,L
71,,,,,
72,,,,,
72,DeviceReceived,18.891905321287542,0.0,AB36,J
72,,,,,
72,NoteWorkshop,18.895208766427753,0.0,AB36,J
72,,,,,
73,,,,,
73,DeviceReceived,18.809838330958573,0.0,AB56,L
73,,,,,
73,StatusRequest,18.813349878336812,0.0,AB56,L
73,,,,,
73,InDelivery,18.814259629978533,0.0,AB56,L
73,,,,,
73,NoteHotline,18.814490896159267,0.0,AB56,L
73,,,,,
74,,,,,
74,Letter,18.89214343949299,1.0,AB34,L
74,,,,,
74,InDelivery,18.894835875026832,1.0,AB34,L
74,,,,,
74,Approved,18.895124911896545,1.0,AB34,L
74,,,,,
74,NoteWorkshop,18.895130543069577,1.0,AB34,L
74,,,,,
75,,,,,
75,NoteHotline,18.88967382526649,0.0,AB52,L
75,,,,,
75,Letter,18.89322128376753,0.0,AB52,L
75,,,,,
75,InDelivery,18.909780997656448,0.0,AB52,L
75,,,,,
76,,,,,
76,Letter,18.89214343949299,0.0,AB20,L
76,,,,,
76,InDelivery,18.895373493320236,0.0,AB20,L
76,,,,,
77,,,,,
77,Letter,18.89106443221652,1.0,AB22,E
77,,,,,
77,StockEntry,18.891604081386838,1.0,AB22,E
77,,,,,
77,NoteWorkshop,18.89185288397339,1.0,AB22,E
77,,,,,
78,,,,,
78,Letter,18.800171561972345,0.0,AB53,E
78,,,,,
78,InDelivery,18.80547787325571,0.0,AB53,E
78,,,,,
78,Completed,18.80574208371527,0.0,AB53,E
79,,,,,
79,DeviceReceived,18.806858324477712,0.0,AB52,L
79,,,,,
79,Approved,18.809775126646507,0.0,AB52,L
79,,,,,
79,NoteHotline,18.810361864404715,0.0,AB52,L
79,,,,,
79,Completed,18.813345252849032,0.0,AB52,L
80,,,,,
80,DeviceReceived,18.891211815326045,0.0,AB52,L
80,,,,,
80,Transmission,18.89503028477932,0.0,AB52,L
80,,,,,
80,NoteHotline,18.8950520646816,0.0,AB52,L
80,,,,,
81,,,,,
81,DeviceReceived,18.893976261483523,1.0,AB26,L
81,,,,,
81,Transmission,18.89562407152487,1.0,AB26,L
81,,,,,
81,NoteHotline,18.89564762958839,1.0,AB26,L
81,,,,,
81,Completed,18.896090732465375,1.0,AB26,L
82,,,,,
82,NoteHotline,18.889648536904875,1.0,AB44,E
82,,,,,
82,StockEntry,18.89214343949299,1.0,AB44,E
82,,,,,
82,NoteWorkshop,18.892415162018622,1.0,AB44,E
82,,,,,
83,,,,,
83,Letter,18.891604081386838,0.0,AB59,L
83,,,,,
83,Transmission,18.89565047791221,0.0,AB59,L
83,,,,,
83,Approved,18.896717406549246,0.0,AB59,L
83,,,,,
83,Completed,18.896737925919226,0.0,AB59,L
84,,,,,
84,DeviceReceived,18.891831564921976,0.0,AB55,E
84,,,,,
84,NoteWorkshop,18.8967534502854,0.0,AB55,E
84,,,,,
84,StockEntry,18.937472659947353,0.0,AB55,E
85,,,,,
85,NoteWorkshop,18.89237370796826,1.0,AB20,L
85,,,,,
85,InDelivery,18.89322128376753,1.0,AB20,L
85,,,,,
86,,,,,
86,NoteHotline,18.889688108341034,1.0,AB52,E
86,,,,,
86,DeviceReceived,18.89239975109582,1.0,AB52,E
86,,,,,
86,InDelivery,18.89268250684879,1.0,AB52,E
86,,,,,
86,Completed,18.89285021980812,1.0,AB52,E
87,,,,,
87,DeviceReceived,18.891453439890487,0.0,AB34,J
87,,,,,
87,InDelivery,18.894835875026832,0.0,AB34,J
87,,,,,
88,,,,,
88,Letter,18.89268250684879,1.0,AB9,E
88,,,,,
88,NoteWorkshop,18.89295062206517,1.0,AB9,E
88,,,,,
88,InDelivery,18.89322128376753,1.0,AB9,E
88,,,,,
89,,,,,
89,Letter,18.89214343949299,1.0,AB52,L
89,,,,,
89,InDelivery,18.89322128376753,1.0,AB52,L
89,,,,,
90,,,,,
90,DeviceReceived,18.893411339144382,1.0,AB27,L
90,,,,,
90,Approved,18.895653264037705,1.0,AB27,L
90,,,,,
90,InDelivery,18.89591082273551,1.0,AB27,L
90,,,,,
91,,,,,
91,NoteHotline,18.889620688936525,1.0,AB9,E
91,,,,,
91,DeviceReceived,18.891830503639607,1.0,AB9,E
91,,,,,
91,InDelivery,18.89214343949299,1.0,AB9,E
91,,,,,
91,Completed,18.892339153293992,1.0,AB9,E
92,,,,,
92,NoteHotline,18.889627715131546,1.0,AB58,E
92,,,,,
92,StockEntry,18.891604081386838,1.0,AB58,E
92,,,,,
92,NoteWorkshop,18.891801305446975,1.0,AB58,E
92,,,,,
93,,,,,
93,Letter,18.89106443221652,0.0,AB65,E
93,,,,,
93,StatusRequest,18.896202582337875,0.0,AB65,E
93,,,,,
93,NoteHotline,18.89626091410051,0.0,AB65,E
93,,,,,
93,NoteWorkshop,18.899883146950494,0.0,AB65,E
93,,,,,
94,,,,,
94,NoteHotline,18.88965857224416,1.0,AB58,E
94,,,,,
94,DeviceReceived,18.891352731047228,1.0,AB58,E
94,,,,,
94,InDelivery,18.891604081386838,1.0,AB58,E
94,,,,,
94,Completed,18.891826645556556,1.0,AB58,E
95,,,,,
95,DeviceReceived,18.88978265427176,0.0,AB52,L
95,,,,,
95,InDelivery,18.91453773737656,0.0,AB52,L
95,,,,,
95,NoteHotline,18.91485169540861,0.0,AB52,L
95,,,,,
96,,,,,
96,NoteHotline,18.88967739761833,0.0,AB52,E
96,,,,,
96,Letter,18.910310643032453,0.0,AB52,E
96,,,,,
96,InDelivery,18.924506048558754,0.0,AB52,E
96,,,,,
96,Completed,18.9258940480741,0.0,AB52,E
97,,,,,
97,NoteHotline,18.88969044191201,1.0,AB34,L
97,,,,,
97,DeviceReceived,18.892370525843408,1.0,AB34,L
97,,,,,
97,Completed,18.894987793935957,1.0,AB34,L
98,,,,,
98,DeviceReceived,18.914836327463973,0.0,AB20,J
98,,,,,
98,Transmission,18.917479797719185,0.0,AB20,J
98,,,,,
98,InDelivery,18.918221843876214,0.0,AB20,J
98,,,,,
99,,,,,
99,Letter,18.809585625297817,1.0,AB47,G
99,,,,,
99,DeviceReceived,18.809882463862234,1.0,AB47,G
99,,,,,
99,Completed,18.809916641299676,1.0,AB47,G
100,,,,,
100,DeviceReceived,18.893433210430903,0.0,AB39,L
100,,,,,
100,Approved,18.89887090318151,0.0,AB39,L
100,,,,,
100,InDelivery,18.899128750127115,0.0,AB39,L
100,,,,,
101,,,,,
101,Letter,18.89322128376753,1.0,AB38,L
101,,,,,
101,InDelivery,18.894835875026832,1.0,AB38,L
101,,,,,
102,,,,,
102,NoteHotline,18.889754559805578,1.0,AB61,E
102,,,,,
102,DeviceReceived,18.89294408687094,1.0,AB61,E
102,,,,,
102,StockEntry,18.89322128376753,1.0,AB61,E
102,,,,,
102,Completed,18.893393350603233,1.0,AB61,E
103,,,,,
103,Letter,18.89214343949299,0.0,AB40,L
103,,,,,
103,InDelivery,18.895373493320236,0.0,AB40,L
103,,,,,
103,Approved,18.895619885992485,0.0,AB40,L
103,,,,,
103,Completed,18.895629308080096,0.0,AB40,L
104,,,,,
104,DeviceReceived,18.891213433221164,1.0,AB38,L
104,,,,,
104,StatusRequest,18.892902941604223,1.0,AB38,L
104,,,,,
104,InDelivery,18.89322128376753,1.0,AB38,L
104,,,,,
104,NoteHotline,18.893409487947704,1.0,AB38,L
104,,,,,
105,,,,,
105,DeviceReceived,18.895586401102708,1.0,AB14,L
105,,,,,
105,InDelivery,18.89591082273551,1.0,AB14,L
105,,,,,
105,Transmission,18.89612724013726,1.0,AB14,L
105,,,,,
105,NoteHotline,18.896132741348055,1.0,AB14,L
105,,,,,
106,,,,,
106,Creation,18.88974493206143,0.0,AB40,
106,,,,,
106,NoteHotline,18.88974646474945,0.0,AB40,
106,,,,,
106,InDelivery,18.89591082273551,0.0,AB40,
106,,,,,
106,Completed,18.89620671570744,0.0,AB40,
107,,,,,
107,Creation,18.88974856671777,0.0,AB49,
107,,,,,
107,StatusRequest,18.895068075718648,0.0,AB49,
107,,,,,
107,NoteHotline,18.895090128588986,0.0,AB49,
107,,,,,
107,StockEntry,18.90606560448307,0.0,AB49,
107,,,,,
107,Completed,18.906407600358303,0.0,AB49,
108,,,,,
108,Letter,18.80841370264494,1.0,AB22,G
108,,,,,
108,DeviceReceived,18.80862187347138,1.0,AB22,G
108,,,,,
108,Completed,18.80869685999065,1.0,AB22,G
109,,,,,
109,Creation,18.889749855422355,0.0,AB36,
109,,,,,
109,NoteHotline,18.8897510252644,0.0,AB36,
109,,,,,
109,InDelivery,18.89591082273551,0.0,AB36,
109,,,,,
109,Completed,18.896197752800216,0.0,AB36,
110,,,,,
110,Letter,18.89214343949299,0.0,AB40,L
110,,,,,
110,Transmission,18.895057945173885,0.0,AB40,L
110,,,,,
110,NoteHotline,18.895220948611353,0.0,AB40,L
110,,,,,
110,Completed,18.895535443954643,0.0,AB40,L
111,,,,,
111,NoteHotline,18.88968785809181,1.0,AB41,E
111,,,,,
111,Letter,18.89268250684879,1.0,AB41,E
111,,,,,
111,Completed,18.893032158741484,1.0,AB41,E
111,,,,,
111,NoteWorkshop,18.893409674937423,1.0,AB41,E
112,,,,,
112,DeviceReceived,18.80925473021595,0.0,AB49,L
112,,,,,
112,Transmission,18.81412252737292,0.0,AB49,L
112,,,,,
112,Approved,18.822644201766156,0.0,AB49,L
112,,,,,
112,NoteWorkshop,18.822703915386715,0.0,AB49,L
112,,,,,
113,,,,,
113,Letter,18.89214343949299,0.0,AB61,E
113,,,,,
113,NoteHotline,18.893543257690663,0.0,AB61,E
113,,,,,
113,InDelivery,18.89591082273551,0.0,AB61,E
113,,,,,
113,Completed,18.896231136424976,0.0,AB61,E
114,,,,,
114,DeviceReceived,18.89237455029373,0.0,AB20,L
114,,,,,
114,InDelivery,18.895373493320236,0.0,AB20,L
114,,,,,
114,Approved,18.895675496792276,0.0,AB20,L
114,,,,,
114,Completed,18.895680571388088,0.0,AB20,L
115,,,,,
115,DeviceReceived,18.892380964422944,1.0,AB25,E
115,,,,,
115,InDelivery,18.89268250684879,1.0,AB25,E
115,,,,,
115,Completed,18.892947635087612,1.0,AB25,E
116,,,,,
116,DeviceReceived,18.891895988895268,1.0,AB52,L
116,,,,,
116,Completed,18.892983178918392,1.0,AB52,L
117,,,,,
117,DeviceReceived,18.895573868858026,1.0,AB49,L
117,,,,,
117,InDelivery,18.896984616172283,1.0,AB49,L
117,,,,,
117,Transmission,18.897181645139185,1.0,AB49,L
117,,,,,
117,NoteHotline,18.897201707908955,1.0,AB49,L
117,,,,,
118,,,,,
118,DeviceReceived,18.892924599516267,0.0,AB49,L
118,,,,,
118,Transmission,18.89610523499145,0.0,AB49,L
118,,,,,
118,NoteHotline,18.896185613589047,0.0,AB49,L
118,,,,,
119,,,,,
119,Letter,18.891604081386838,0.0,AB20,J
119,,,,,
119,DeviceReceived,18.89302232555636,0.0,AB20,J
119,,,,,
119,NoteWorkshop,18.896205671489373,0.0,AB20,J
119,,,,,
120,,,,,
120,DeviceReceived,18.80694607021651,0.0,AB59,L
120,,,,,
120,InDelivery,18.826425952828647,0.0,AB59,L
120,,,,,
120,NoteHotline,18.82672741625262,0.0,AB59,L
120,,,,,
121,,,,,
121,DeviceReceived,18.891858308865906,1.0,AB20,E
121,,,,,
